entry,name,substrates,products
R03435,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase",C04637; C00001,C01245; C00641
R10952,1-phosphatidyl-1D-myo-inositol-4-phosphate inositolbisphosphohydrolase,C01277; C00001,C01220; C00641
R02541,Sphingomyelin cholinephosphohydrolase,C00550; C00001,C00195; C00588
R02817,serine-phosphoethanolamine ethanolaminephosphohydrolase,C03872; C00001,C00065; C00346
R01623,[Acyl-carrier-protein] 4'-pantetheine-phosphohydrolase,C00229; C00001,C01134; C03688
R03423,"Nucleoside-2',3'-cyclic-phosphate 3'-nucleotidohydrolase",C01240; C00001,C03419
R03537,"2',3'-Cyclic AMP 3'-nucleotidohydrolase",C02353; C00001,C01367
R03538,"2',3'-Cyclic UMP 3'-nucleotidohydrolase",C02355; C00001,C01368
R03929,"2',3'-Cyclic CMP 3'-nucleotidohydrolase",C02354; C00001,C05822
R05135,"2',3'-Cyclic GMP 3'-nucleotidohydrolase",C06194; C00001,C06193
R00191,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",C00575; C00001,C00020
R01234,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",C00942; C00001,C00144
R03259,"3',5'-Cyclic-nucleotide 5'-nucleotidohydrolase",C04212; C00001,C01117
R01030,sn-Glycero-3-phosphocholine glycerophosphohydrolase,C00670; C00001,C00114; C00093
R01470,sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase,C01233; C00001,C00189; C00093
R01312,Phosphatidylcholine cholinephosphohydrolase,C00157; C00001,C00641; C00588
R02027,Phosphatidylglycerol cholinephosphohydrolase,C00344; C00001,C00641; C00093
R02052,Phosphatidylethanolamine ethanolaminephosphohydrolase,C00350; C00001,C00641; C00346
R03332,1-Phosphatidyl-D-myo-inositol inositolphosphohydrolase,C01194; C00001,C01177; C00641
R07381,Plasmenylethanolamine ethanolamine phosphohydrolase,C04756; C00001,C03454; C00346
R01234,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",C00942; C00001,C00144
R03422,"Nucleoside-2',3'-cyclic-phosphate 2'-nucleotidohydrolase",C01240; C00001,C03418
R02591,sn-Glycero-3-phosphocholine cholinephosphohydrolase,C00670; C00001,C00116; C00588
R04362,1-Alkyl-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase,C04476; C00001,C03968; C00189
R07388,1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase,C04635; C00001,C15646; C00189
R01310,phosphatidylcholine phosphatidohydrolase,C00157; C00001,C00416; C00114
R02051,phosphatidylethanolamine phosphatidohydrolase,C00350; C00001,C00189; C00416
R07385,O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + Ethanolamine,C04756; C00001,C15647; C00189
R02598,CMP-N-acylneuraminate N-acylneuraminohydrolase,C01064; C00001,C00055; C00591
R02542,Sphingomyelin ceramide-phosphohydrolase,C00550; C00001,C00114; C02960
R02648,"Glycerol 1,2-cyclic phosphate 2-glycerophosphohydrolase",C03947; C00001,C03189
R03331,sn-Glycero-3-phospho-1-inositol inositolphosphohydrolase,C01225; C00001,C00116; C01177
R03333,"1D-myo-Inositol-1,2-cyclic-phosphate 2-inositolphosphohydrolase",C04299; C00001,C01177
R01193,1-(sn-glycero-3-phospho)-1D-myo-inositol glycerophosphohydrolase,C01225; C00001,C00137; C00093
R04373,glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose N-acetyl-D-glucosaminylphosphohydrolase,C04755; C00001,C00140; C04010
R00857,Glycerophosphodiester glycerophosphohydrolase,C03120; C00001,C00069; C00093
R01030,sn-Glycero-3-phosphocholine glycerophosphohydrolase,C00670; C00001,C00114; C00093
R01470,sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase,C01233; C00001,C00189; C00093
R01006,Dolichyl-beta-D-glucosyl-phosphate dolichylphosphohydrolase,C01246; C00001,C00110; C00031
R01328,Dolichyl-beta-D-mannosyl-phosphate dolichylphosphohydrolase,C03862; C00001,C00110; C00159
R04149,Glycoprotein-phosphatidylinositol phosphatidohydrolase,C04195; C00001,C00416; C03121
R06623,glycoprotein-phosphatidylinositol phosphatidohydrolase,G00144; C00001,G12396; C00416
R07398,glycoprotein-phosphatidylinositol phosphatidohydrolase,C04248; C00001,C15658; C00416
R04180,6-(D-Glucose-1-phospho)-D-mannosylglycoprotein glucose-1-phosphohydrolase,C04645; C00001,C00103; C03268
R08991,cyclic bis(3->5')diguanylate 3-guanylylhydrolase,C16463; C00001,C18076
R00191,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",C00575; C00001,C00020
R10205,"5-phospho-alpha-D-ribose 1,2-cyclic phosphate 2-phosphohydrolase (alpha-D-ribose 1,5-bisphosphate-forming)",C20440; C00001,C01151
R10344,"7,8-dihydroneopterin 2',3'-cyclic phosphate 3'-phosphodiesterase",C20567; C00001,C05925
R10345,"7,8-dihydroneopterin 2',3'-cyclic phosphate 2'-phosphodiesterase",C20567; C00001,C20566
R10972,"5-phospho-alpha-D-ribose 1,2-cyclic phosphate 1-phosphohydrolase (D-ribose 2,5-bisphosphate-forming)",C20440; C00001,C20986
R10973,"D-ribose-2,5-bisphosphate 2-phosphohydrolase",C20986; C00001,C00117; C00009
R11786,"(ribonucleotide)n-2',3'-cyclic phosphate 3'-nucleotidohydrolase",C04312; C00001,C21652
R12345,cyclic bis(3'->5')diadenylate 3'-adenylylhydrolase,C20565; C00001,C22092
R12346,5'-O-phosphonoadenylyl-(3'->5')-adenosine phosphohydrolase,C22092; C00001,C00020
R01856,dGTP triphosphohydrolase,C00286; C00001,C00330; C00536
R01243,aryl-sulfate sulfohydrolase,C00850; C00001,C15584; C00059
R03980,Estrone 3-sulfate sulfohydrolase,C02538; C00001,C00059; C00468
R04856,Sulfatide sulfohydrolase;,C06125; C00001,C02686; C00059
R06280,Sulfatide + H2O <=> Galactosylceramide + Sulfate,G11122; C00001,G11121; C00059
R03518,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine-6-sulfate 6-sulfohydrolase",C04865; C00001,C01310; C00059
R03216,"N,6-O-Disulfo-D-glucosamine 6-sulfohydrolase",C03789; C00001,C01075; C00059
R07823,N-acetyl-D-galactosamine-4-sulfate 4-sulfohydrolase,G12336; C00001,G13043; C00059
R07812,L-iduronate-2-sulfate 2-sulfohydrolase,G13034; C00001,G13035; C00059
R07821,L-iduronate-2-sulfate 2-sulfohydrolase,G13041; C00001,G13042; C00059
R07808,N-acetyl-D-glucosamine-6-sulfate 6-sulfohydrolase,G13073; C00001,G13074; C00059
R07819,N-acetyl-D-glucosamine-6-sulfate 6-sulfohydrolase,G09660; C00001,G02632; C00059
R01145,Monomethyl-sulfate sulfohydrolase,C02704; C00001,C00132; C00059
R01448,(R)-2-O-sulfolactate 2-sulfohydrolase,C17205; C00001,C00256; C00059
R07817,G13039 + H2O <=> G13040 + Sulfate,G13039; C00001,G13040; C00059
R03404,3beta-Hydroxyandrost-5-en-17-one 3-sulfate sulfohydrolase,C04555; C00001,C01227; C00059
R08941,Cholesterol-sulfate sulfohydrolase;,C00187; C00059,C18043; C00001
R08942,Pregnenolone-sulfate sulfohydrolase;,C01953; C00059,C18044; C00001
R12096,[SoxY protein]-S-sulfosulfanyl-L-cysteine sulfohydrolase,C21815; C00001,C21898; C00059
R12097,[SoxY protein]-S-(2-sulfodisulfanyl)-L-cysteine sulfohydrolase,C21899; C00001,C21814; C00059
R00534,D-Glucose 6-sulfate sulfohydrolase,C02827; C00001,C00031; C00059
R07806,N-acetyl-D-galactosamine 6-sulfate 6-sulfohydrolase,G01945; C00001,G01977; C00059
R01028,Choline sulfate sulfohydrolase,C00919; C00001,C00114; C00059
R04856,Sulfatide sulfohydrolase;,C06125; C00001,C02686; C00059
R06280,Sulfatide + H2O <=> Galactosylceramide + Sulfate,G11122; C00001,G11121; C00059
R03517,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine-4-sulfate 4-sulfohydrolase",C04864; C00001,C01310; C00059
R03541,prenyl-diphosphate diphosphohydrolase,C17627; C00001,C17628; C00013
R09874,"geranylgeranyl-diphosphate diphosphohydrolase [(13E)-labda-7,13-dien-15-ol-forming]",C00353; C00001,C20158; C00013
R08396,geranyl-diphosphate diphosphohydrolase,C00341; C00001,C01500; C00013
R11787,(+)-kolavenyl-diphosphate diphosphohydrolase,C21654; C00001,C21653; C00013
R00336,"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase",C01228; C00001,C00035; C00013
R03016,Monoterpenyl-diphosphate pyrophosphohydrolase,C03517; C00001,C00863; C00013
R08396,geranyl-diphosphate diphosphohydrolase,C00341; C00001,C01500; C00013
R08529,Monoterpenyl-diphosphate pyrophosphohydrolase,C03190; C00001,C01765; C00013
R08993,Geranyl-diphosphate diphosphohydrolase,C00353; C00001,C09094; C00013
R08697,"trans,trans-Farnesyl-diphosphate diphosphohydrolase;",C00448; C00001,C01126; C00013
R09828,tuberculosinyl diphosphate diphosphohydrolase (tuberculosinol forming),C19836; C00001,C19963; C00013
R09829,tuberculosinyl diphosphate diphosphohydrolase (isotuberculosinol forming),C19836; C00001,C19964; C00013
R03979,Aryl dialkyl phosphate + H2O <=> Dialkyl phosphate + Phenol,C03254; C00001,C02534; C15584
R05421,Parathion + H2O <=> Diethylthiophosphoric acid + 4-Nitrophenol,C06604; C00001,C06607; C00870
R05548,Paraoxon + H2O <=> Diethylphosphoric acid + 4-Nitrophenol,C06606; C00001,C06608; C00870
R01533,Diisopropyl-fluorophosphate fluorohydrolase,C00202; C00001,C03113; C16487
R01963,N-Sulfo-D-glucosamine sulfohydrolase,C01075; C00001,C00329; C00059
R07814,G13036 + H2O <=> G13037 + Sulfate,G13036; C00001,G13037; C00059
R02564,Cyclohexylsulfamate sulfohydrolase,C02824; C00001,C00571; C00059
R00747,2-Phosphonoacetaldehyde phosphonohydrolase,C03167; C00001,C00084; C00009
R00318,Phosphonoacetate phosphonohydrolase,C05682; C00001,C00033; C00009
R08200,3-Phosphonopyruvate + H2O <=> Pyruvate + Orthophosphate,C02798; C00001,C00022; C00009
R01930,Trithionate thiosulfohydrolase,C01861; C00001,C00320; C00059
R05775,UDP-6-sulfo-6-deoxyglucose sulfohydrolase,C00029; C00094,C11521; C00001
R07311,2'-hydroxybiphenyl-2-sulfinate sulfohydrolase,C06742; C00001,C02499; C00094
R10974,3-sulfinopropanoyl-CoA sulfinohydrolase,C20987; C00001,C00100; C00094
R10534,carbon-disulfide hydrogen-sulfide-lyase (carbonyl-sulfide-forming),C19033; C00001,C07331; C00283
R10535,carbonyl-sulfide hydrogen-sulfide-lyase (decarboxylating),C07331; C00001,C00011; C00283
R10538,carbon-disulfide hydrogen-sulfide-lyase (decarboxylating),C19033; C00001,C00011; C00283
R11523,[Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine <=> [Sulfur-carrier protein]-Gly-Gly-L-Cys,C20729,C21437
R11524,[CysO sulfur-carrier protein]-L-cysteine carboxypeptidase,C21437; C00001,C00097; C15810
R10535,carbonyl-sulfide hydrogen-sulfide-lyase (decarboxylating),C07331; C00001,C00011; C00283
R12098,S-adenosyl-L-methionine hydrolase (adenosine-forming),C00019; C00001,C00212; C00073
R07820,Dermatan sulfate + H2O <=> Dermatan sulfate + G13041,C00426; C00001,C00426; G13041
R02707,N-acetyl-D-mannosamine N-acetylmannosaminohydrolase,C00645; C00015,C01170; C00001
R03616,Galactosylglycerol galactohydrolase,C05401; C00001,C01582; C00116
R04937,Pentosan + H2O <=> Pentosan + D-Xylose,C06016; C00001,C06016; C00181
R04938,Pentosan + H2O <=> Pentosan + L-Arabinose,C06016; C00001,C06016; C00259
R07811,Heparan sulfate + H2O <=> Heparan sulfate + G13034,C00925; C00001,C00925; G13034
R07902,(+)-7-Isojasmonic acid CoA + H2O <=> CoA + (+)-7-Isojasmonic acid,C16339; C00001,C00010; C16317
R09039,4-(beta-D-glucosyloxy)benzoate glucohydrolase,C03993; C00001,C00156; C00031
R11682,6-O-methyldeacetylisoipecoside:beta-glucosidase,C21566; C00001,C00031; C21583
R02108,"1,4-alpha-D-Glucan glucanohydrolase",C00369; C00001,C00721; C00369
R02112,"1,4-alpha-D-Glucan maltohydrolase",C00369,C00721; C00208
R06209,Starch(n+m) + H2O <=> Starch(n) + Starch(m),G10545; C00001,G10545; G10545
R11262,maltodextrin maltohydrolase,C01935; C00001,C00208
R00801,sucrose glucohydrolase,C00089; C00001,C00095; C00031
R01718,Isomaltose 6-alpha-D-glucanohydrolase,C00252; C00001,C00267; C00031
R01791,Dextrin 6-alpha-D-glucanohydrolase,C00721; C00001,C00031; C00721
R06080,Isomaltose + H2O <=> alpha-D-Glucose + D-Glucose,G01318; C00001,C00267; C00031
R06199,Starch(n+1) + H2O <=> alpha-D-Glucose + Starch(n),G10545; C00001,C00267; G10545
R07805,"keratan sulfate 1,4-beta-D-galactanohydrolase",C00573; C00001,C00573; G01945
R01460,Cholesteryl-beta-D-glucoside glucohydrolase,C03855; C00001,C00187; C00031
R03820,Strictosidine beta-D-glucohydrolase,C03470; C00001,C03309; C00031
R05979,H2O + G00009 <=> beta-D-Glucose + G00171,C00001; G00009,C00221; G00171
R04503,"Protein-alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine glucohydrolase",C04817; C00001,C00031; C04542
R01100,Lactose galactohydrolase,C00243; C00001,C00031; C00124
R01678,Lactose galactohydrolase,C00243; C00001,C00267; C00124
R06098,Lactose + H2O <=> alpha-D-Glucose + D-Galactose,G10504; C00001,C00267; C00124
R06114,Lactose + H2O <=> D-Glucose + D-Galactose,G10504; C00001,C00031; C00124
R11309,Dextran <=> Isomaltose,C00372,C00252
R02588,2-Deoxy-alpha-D-glucoside deoxyglucohydrolase,C03573; C00001,C00069; C00586
R05982,G00011 + 4 H2O <=> G00012 + 4 D-Mannose,G00011; C00001,G00012; C00159
R06722,"alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase",C00001; G00011,C00159; G10694
R05984,G00013 + 2 H2O <=> G00014 + 2 alpha-D-Mannose,G00013; C00001,G00014; C00936
R02985,amygdalin beta-glucosidase,C00844; C00031,C08325; C00001
R02558,(R)-Prunasin beta-D-glucohydrolase,C00844; C00001,C00561; C00031
R03642,Vicianose + Mandelonitrile <=> Vicianin + H2O,C01625; C00561,C01870; C00001
R00837,"alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase",C00001; C00689,C00031; C00092
R00838,Maltose-6'-phosphate 6-phosphoglucohydrolase,C00001; C02995,C00031; C00092
R06113,H2O + Trehalose 6-phosphate <=> D-Glucose + D-Glucose 6-phosphate,C00001; G09795,C00031; C00092
R06115,H2O + Maltose 6'-phosphate <=> D-Glucose + D-Glucose 6-phosphate,C00001; G10519,C00031; C00092
R04118,Oligoglycosylglucosylceramide glycohydrolase,C03956; C00001,C03018; C00195
R06157,G10544 + H2O <=> Starch + N-Acylsphingosine,G10544; C00001,G10545; C00195
R06283,H2O + 3'-LM1-NeuGc <=> N-Acylsphingosine + nLc4,C00001; G00332,C00195; G02952
R03703,Raucaffricine beta-D-glucohydrolase,C02074; C00001,C01761; C00031
R02595,Coniferin beta-D-glucosidase,C00761; C00001,C00590; C00031
R03604,Syringin beta-D-glucosidase,C01533; C00001,C02325; C00031
R04006,4-Hydroxycinnamyl alcohol 4-D-glucoside beta-D-glucosidase,C05855; C00001,C02646; C00031
R03906,Glycyrrhizinate glucuronosylhydrolase,C02284; C00001,C04354; C02283
R02833,Chitosan N-acetylglucosaminohydrolase,C00734; C00001,C06023; C00734
R06175,Chitosan(n+m) + H2O <=> Chitosan(n) + Chitosan(m),G10536; C00001,G10536; G10536
R02112,"1,4-alpha-D-Glucan maltohydrolase",C00369,C00721; C00208
R11262,maltodextrin maltohydrolase,C01935; C00001,C00208
R03685,"Bis-D-fructose-2',1:2,1'-dianhydride fructohydrolase",C04333; C00001,C01711
R06161,"Bis-D-fructose 2',1:2,1'-dianhydride + H2O <=> Inulobiose",C04333; C00001,G10528
R01331,(1->2)-(1->3)-alpha-D-mannan mannohydrolase;,G10542; C00001,C00159; G10542
R05816,(1->2)-(1->3)-alpha-D-mannan mannohydrolase;,C00464; C00001,C00159; C00464
R06149,"1,6-alpha-D-Mannosyloligosaccharide(n+1) + H2O <=> D-Mannose + G10542(n)",G10509; C00001,C00159; G10542
R06150,G10540 + H2O <=> D-Mannose + G10542,G10540; C00001,C00159; G10542
R01480,alpha-D-Glucosiduronate glucuronohydrolase,C06370; C00001,C00069; C00191
R01206,"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase",C00461; C00001,C00140; C00461
R02334,"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase",C00461; C00001,C01674; C00461
R06081,"beta-1,4-Poly-N-acetyl-D-glucosamine(n+1) + H2O <=> N-Acetyl-D-glucosamine + beta-1,4-Poly-N-acetyl-D-glucosamine(n)",G10483; C00001,C00140; G10483
R06082,"beta-1,4-Poly-N-acetyl-D-glucosamine(n+2) + H2O <=> Chitobiose + beta-1,4-Poly-N-acetyl-D-glucosamine(n)",G10483; C00001,C01674; G10483
R05166,lacto-N-tetraose lacto-N-biosylhydrolase,C06371; C00001,C06372; C00243
R06116,Lc4 + H2O <=> Lacto-N-biose + Lactose,G00395; C00001,G00284; G10504
R11256,4-alpha-D-[(1->4)-alpha-D-glucano]trehalose glucanohydrolase (trehalose-producing),C06400; C00001,C01083; C01935
R06054,3-Deoxyoctulosonyl-lipopolysaccharide + H2O <=> 3-Deoxy-D-manno-octulosonate + Lipopolysaccharide,C06744; C00001,C01187; C00338
R12219,KDO2-lipid-A-1-(2-aminoethyl phosphate) hydrolase,C21995; C00001,C21996; C01187
R01237,Thioglucoside glucohydrolase,C02085; C00001,C00145; C11477
R04094,Thioglucoside glucohydrolase,C05837; C00001,C02938; C00031; C00059; C00087
R05788,6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranoside 6-O-(beta-D-xylosyl)-beta-D-glucohydrolase,C11531; C00001,C11535; C00069
R01982,"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase",C00470; C00001,C00333; C00470
R02360,"poly(1,4-alpha-D-galacturonate) glycanohydrolase",C00470; C00001,C02273; C00470
R06201,Pectic acid(n+1) + H2O <=> D-Galacturonate + Pectic acid(n),G10506; C00001,C00333; G10506
R06239,Pectic acid(n+2) + H2O <=> G02614 + Pectic acid(n),G10506; C00001,G02614; G10506
R10809,"alpha-1,6-mannobiose alpha-D-mannohydrolase",C01728; C00001,C00159
R01966,beta-D-glucosaminide glucosaminohydrolase,C00329; C06023,C06023; C00001
R06225,D-Glucosamine + Chitosan(n) <=> Chitosan(n+1) + H2O,C00329; G10536,G10536; C00001
R08715,"chitosan exo-1,4-beta-D-glucosaminidase;",C00734; C00001,C00734; C00329
R07811,Heparan sulfate + H2O <=> Heparan sulfate + G13034,C00925; C00001,C00925; G13034
R09533,"5,6,7-trihydroxyflavone-7-O-beta-D-glucupyranosiduronate glucuronosylhydrolase",C10025; C00001,C10023; C00191
R09534,hesperetin 7-(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranoside) 6-O-alpha-rhamnopyranosyl-beta-glucohydrolase,C09755; C00001,C01709; C08247
R09672,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine N-acetylglucosaminyl hydrolase,C19802; C00001,C02189; C00140
R09673,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine N-acetylglucosaminyl hydrolase,C19804; C00001,C19803; C00140
R12095,2-O-(alpha-D-mannopyranosyl)-D-glycerate D-mannohydrolase,C11544; C00001,C00159; C00258
R09723,beta-D-glucopyranosyl abscisate glucohydrolase,C15970; C00001,C00031; C06082
R09831,beta-D-4-deoxy-Delta4-GlcAp-(1->4)-beta-D-Glcp-(1->4)-alpha-L-Rhap-(1->3)-beta-D-Glcp beta-D-4-deoxy-Delta4-GlcAp hydrolase,C19965; C00001,C04053; C19966
R03491,Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O,C01290; C00270,C04730; C00001
R04018,Acylneuraminyl hydrolase,C02686; C00270,C06128; C00001
R04634,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide + H2O <=> GA2 + N-Acetylneuraminate,C04884; C00001,C06135; C00270
R04650,D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide + N-Acetylneuraminate <=> N-Acetylneuraminyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide + H2O,C04911; C00270,C04927; C00001
R05115,Acylneuraminyl hydrolase,C06140; C00270,C06139; C00001
R05117,GT1b + H2O <=> GD1b + N-Acetylneuraminate,C06140; C00001,C06141; C00270
R05996,GT1b + N-Acetylneuraminate <=> GQ1b + H2O,G00116; C00270,G00117; C00001
R05998,GT1b + H2O <=> GD1b + N-Acetylneuraminate,G00116; C00001,G00115; C00270
R05999,Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O,G00092; C00270,G00108; C00001
R06012,GM2 + H2O <=> GA2 + N-Acetylneuraminate,G00109; C00001,G00123; C00270
R06147,Galactosylceramide + N-Acetylneuraminate <=> GM4 + H2O,G11121; C00270,G00317; C00001
R06253,GM1 + N-Acetylneuraminate <=> GD1a + H2O,G00110; C00270,G00111; C00001
R10867,beta-D-4-deoxy-Delta4-GlcAp-(1->3)-D-GalNAc6S hydrolase,C04865; C00001,C04053; C04255
R12208,"(2R)-4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside beta-D-glucosidase",C04831; C00001,C04720; C00031
R12209,"(2R)-4-Hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside beta-D-glucosidase",C15772; C00001,C15770; C00031
R00414,UDP-N-acetyl-D-glucosamine 2-epimerase,C00043; C00001,C00645; C00015
R10187,"UDP-N,N'-diacetylbacillosamine hydrolase (2-epimerising)",C20357; C00001,C00015; C20424
R10346,beta-L-arabinofuranoside non-reducing end beta-L-arabinofuranosidase,C20568; C00001,C20569
R10530,protodioscin glucohydrolase,C08907; C00001,C20678; C00031
R10579,"4-O-(beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl)-(2S,4S)-4-hydroxyproline beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranose hydrolase",C20705; C00001,C20706; C20568
R10580,avenacoside B 26-beta-D-glucohydrolase,C08888; C00001,C20707; C00031
R10581,3-O-[alpha-L-Rha-(1->4)-[alpha-L-Rha-(1->2)]-beta-D-Glc]diosgenin hydrolase (diosgenin-forming),C08897; C00001,C00031; C00507; C08898
R10582,3-O-[alpha-L-Rha-(1->4)-[alpha-L-Rha-(1->2)]-beta-D-Glc]diosgenin (3-O-beta-D-Glc-diosgenin-forming),C08897; C00001,C00507; C20709
R11544,"beta-1,2-mannotriose mannohydrolase",C21454; C00001,C21336; C00936
R11543,sulfoquinovosyldiacylglycerol sulfoquinovohydrolase,C13508; C00001,C20829; C00641
R02112,"1,4-alpha-D-Glucan maltohydrolase",C00369,C00721; C00208
R11262,maltodextrin maltohydrolase,C01935; C00001,C00208
R00028,maltose glucohydrolase,C00208; C00001,C00031
R00801,sucrose glucohydrolase,C00089; C00001,C00095; C00031
R00802,sucrose alpha-glucohydrolase,C00089; C00001,C02336; C00267
R06084,Maltose + H2O <=> 2 alpha-D-Glucose,G00275; C00001,C00267
R06087,Sucrose + H2O <=> D-Fructose + D-Glucose,G00370; C00001,C00095; C00031
R06088,Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,G00370; C00001,C02336; C00267
R11788,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21655; C00001,C00252
R11789,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21655; C00001,C21659
R11790,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21659; C00001,C00252
R11791,isomaltose 6-alpha-glucohydrolase (configuration-inverting),C00252; C00001,C00221; C00031
R11942,oleuropein 2-beta-D-glucohydrolase,C09794; C00001,C21786; C00031
R05980,Glc2Man9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting),C00001; G00171,C00031; G00010
R05981,GlcMan9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting),C00001; G00010,C00031; G00011
R12250,2-O-(alpha-D-glucopyranosyl)-D-glycerate D-glucohydrolase,C19792; C00001,C00031; C00258
R00026,cellobiose glucohydrolase,C00185; C00001,C00221
R00306,cellobiose glucohydrolase,C00185; C00001,C00031
R02558,(R)-Prunasin beta-D-glucohydrolase,C00844; C00001,C00561; C00031
R02887,"1,4-beta-D-Glucan glucohydrolase",C01898; C00001,C00031; C00185
R02985,amygdalin beta-glucosidase,C00844; C00031,C08325; C00001
R03527,D-Glucoside glucohydrolase,C00963; C00001,C00031; C01335
R04949,Cyanoglycoside glucohydrolase,C05713; C00001,C05712; C00031
R04998,beta-D-Glucosyl-2-coumarinate glucohydrolase,C05839; C00001,C05838; C00031
R06077,"1,4-beta-D-Glucan(n+1) + H2O <=> 1,4-beta-D-Glucan(n) + beta-D-Glucose",G10481; C00001,G10481; C00221
R06092,Cellobiose + H2O <=> 2 beta-D-Glucose,G00289; C00001,C00221
R10035,beta-D-glucoside glucohydrolase,C05143; C00001,C03742; C00221
R10039,beta-D-glucoside glucohydrolase,C08334; C00001,C18796; C00221
R10040,beta-D-glucoside glucohydrolase,C01594; C00001,C02659; C00221
R01101,melibiose galactohydrolase,C05402; C00001,C00124; C00031
R01103,Raffinose galactohydrolase,C00492; C00001,C00124; C00089
R01104,Galactosylglycerol galactohydrolase,C05401; C00001,C00124; C00116
R01194,3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase;,C01235; C00001,C00137; C00124
R01329,Epimelibiose galactohydrolase,C05400; C00001,C00159; C00124
R02926,Melibiitol galactohydrolase,C05399; C00001,C00794; C00124
R03618,Trihexosylceramide galactohydrolase,C04737; C00001,C00124; C01290
R03634,Stachyose + H2O <=> Raffinose + D-Galactose,C01613; C00001,C00492; C00124
R04019,Digalactosylceramide galactohydrolase,C06126; C00001,C02686; C00124
R04470,Digalactosyl-diacylglycerol galactohydrolase,C06037; C00001,C03692; C00124
R05549,D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose + H2O <=> D-Galactose + Melibiose,C05404; C00001,C00124; C05402
R05961,H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide,C00001; G00093,C00124; G00092
R06070,Raffinose + H2O <=> D-Galactose + Sucrose,G00249; C00001,C00124; G00370
R06091,Melibiose + H2O <=> D-Galactose + D-Glucose,G01275; C00001,C00124; C00031
R06093,Galactinol + H2O <=> myo-Inositol + D-Galactose,G10488; C00001,C00137; C00124
R06094,Galabiosylceramide + H2O <=> Galactosylceramide + D-Galactose,G00497; C00001,G11121; C00124
R06096,Manninotriose + H2O <=> D-Galactose + Melibiose,G00501; C00001,C00124; G01275
R06142,Epimelibiose + H2O <=> D-Mannose + D-Galactose,G10529; C00001,C00159; C00124
R06152,Stachyose + H2O <=> Raffinose + D-Galactose,G00278; C00001,G00249; C00124
R01100,Lactose galactohydrolase,C00243; C00001,C00031; C00124
R01105,Galactan galactohydrolase,C05796; C00001,C00124; C05796
R01678,Lactose galactohydrolase,C00243; C00001,C00267; C00124
R03355,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase",C01290; C00001,C01190; C00124
